15, 0.999103
16, 0.998946
17, 0.998778
18, 0.998599
19, 0.998408
20, 0.998207
21, 0.997996
22, 0.997774
23, 0.997542
24, 0.997300
25, 0.997048
26, 0.996787
27, 0.996516
28, 0.996237
